ENOG410VA9E	ENSP00000351790, ENSP00000425556	ENSPTRP00000028462, ENSPTRP00000046961
ENOG410VII7	ENSP00000403987	ENSPTRP00000012622
ENOG410VII2	ENSP00000323075	ENSPTRP00000048243
ENOG410VIIN	ENSP00000286639	ENSPTRP00000011135
ENOG410VIIJ	ENSP00000370088, ENSP00000215479	ENSPTRP00000038754, ENSPTRP00000057175
ENOG410VIIF	ENSP00000279168	ENSPTRP00000006641
ENOG410VIIY	ENSP00000459496, ENSP00000436376	ENSPTRP00000059775
ENOG410VIIX	ENSP00000440638	ENSPTRP00000057171
ENOG410VIIZ	ENSP00000344426	ENSPTRP00000030307
ENOG410VIIU	ENSP00000215754	ENSPTRP00000024384
ENOG410VIIW	ENSP00000291691	ENSPTRP00000024142
ENOG410VIIV	ENSP00000391402	ENSPTRP00000061212
ENOG410VIIQ	ENSP00000257627	ENSPTRP00000032272
ENOG410VIIR	ENSP00000375268, ENSP00000257013, ENSP00000375267	ENSPTRP00000060541, ENSPTRP00000038410
ENOG410V62Q	ENSP00000262477	ENSPTRP00000014725
ENOG410W1S2	ENSP00000196551	ENSPTRP00000019932
ENOG410V95Y	ENSP00000413572	ENSPTRP00000015375
ENOG410V95X	ENSP00000363836, ENSP00000342344	ENSPTRP00000004179, ENSPTRP00000050696
ENOG410V95P	ENSP00000423067	ENSPTRP00000029316
ENOG410V95S	ENSP00000354376	ENSPTRP00000041407
ENOG410V95R	ENSP00000223368, ENSP00000459987	ENSPTRP00000032935
ENOG410V95U	ENSP00000260731	ENSPTRP00000004812
ENOG410V95T	ENSP00000348577	ENSPTRP00000044045
ENOG410V95W	ENSP00000462883	ENSPTRP00000014009
ENOG410V95V	ENSP00000367802	ENSPTRP00000014352
ENOG410V95I	ENSP00000356548	ENSPTRP00000031867
ENOG410V95K	ENSP00000419923, ENSP00000309570	ENSPTRP00000021975, ENSPTRP00000003791
ENOG410V95J	ENSP00000311688, ENSP00000305469	ENSPTRP00000006347
ENOG410V95M	ENSP00000310337, ENSP00000311605, ENSP00000386195, ENSP00000321447, ENSP00000307751	ENSPTRP00000006263, ENSPTRP00000006219, ENSPTRP00000060330, ENSPTRP00000006221, ENSPTRP00000006220
ENOG410V95N	ENSP00000363506	ENSPTRP00000043987
ENOG410V95E	ENSP00000253408	ENSPTRP00000015793
ENOG410WHVF	ENSP00000356655	ENSPTRP00000049568
ENOG410WHVT	ENSP00000301329	ENSPTRP00000014526
ENOG410WHVS	ENSP00000332103	ENSPTRP00000014852
ENOG410VE6X	ENSP00000413632	ENSPTRP00000034770
ENOG410VE6Y	ENSP00000299155	ENSPTRP00000011506
ENOG410VE6Z	ENSP00000285928	ENSPTRP00000033769
ENOG410VE6T	ENSP00000218004, ENSP00000254998	ENSPTRP00000060690, ENSPTRP00000022835
ENOG410VE6U	ENSP00000306887	ENSPTRP00000007105
ENOG410VE6W	ENSP00000368799	ENSPTRP00000009894
ENOG410VE6P	ENSP00000350378	ENSPTRP00000034575
ENOG410VE6M	ENSP00000383431, ENSP00000262995	ENSPTRP00000056050, ENSPTRP00000028277
ENOG410VE6N	ENSP00000356587	ENSPTRP00000002886
ENOG410VE6H	ENSP00000320768	ENSPTRP00000056618
ENOG410VE6J	ENSP00000357775	ENSPTRP00000005362
ENOG410VE6K	ENSP00000415564, ENSP00000332359	ENSPTRP00000059553, ENSPTRP00000047333
ENOG410VE6D	ENSP00000366509, ENSP00000252211	ENSPTRP00000030472, ENSPTRP00000030482
ENOG410VE6E	ENSP00000428824	ENSPTRP00000059804
ENOG410VE6A	ENSP00000265023	ENSPTRP00000027040
ENOG410VE6B	ENSP00000356953	ENSPTRP00000002651
ENOG410VE6C	ENSP00000410626	ENSPTRP00000048336
ENOG410V626	ENSP00000342070	ENSPTRP00000034241
ENOG410VE61	ENSP00000328426	ENSPTRP00000044569
ENOG410VE63	ENSP00000378856, ENSP00000315564, ENSP00000329932	ENSPTRP00000015097, ENSPTRP00000015102
ENOG410WG4J	ENSP00000358478	ENSPTRP00000001988
ENOG410WG4X	ENSP00000353847	ENSPTRP00000044573
ENOG410WG49	ENSP00000457230	ENSPTRP00000014303
ENOG410VCC5	ENSP00000334785	ENSPTRP00000009339
ENOG410VCC4	ENSP00000343054, ENSP00000366829	ENSPTRP00000025795
ENOG410VCC6	ENSP00000365775	ENSPTRP00000000294
ENOG410VCC1	ENSP00000426638	ENSPTRP00000055303
ENOG410VCC0	ENSP00000381476	ENSPTRP00000008440
ENOG410VCC2	ENSP00000359290	ENSPTRP00000001670
ENOG410VCC8	ENSP00000261637	ENSPTRP00000049950
ENOG410VCCQ	ENSP00000298942	ENSPTRP00000003930
ENOG410VCCP	ENSP00000305988	ENSPTRP00000051187
ENOG410VCCS	ENSP00000417587	ENSPTRP00000045828
ENOG410VCCY	ENSP00000280236	ENSPTRP00000011796
ENOG410VCCX	ENSP00000290208	ENSPTRP00000015873
ENOG410VCCZ	ENSP00000334452	ENSPTRP00000036244
ENOG410VCCE	ENSP00000287907	ENSPTRP00000034089
ENOG410VCCG	ENSP00000405932	ENSPTRP00000011107
ENOG410VCCF	ENSP00000383059	ENSPTRP00000010234
ENOG410VCCM	ENSP00000352400	ENSPTRP00000036762
ENOG410VCCN	ENSP00000264926	ENSPTRP00000025139
ENOG410VCCI	ENSP00000315505	ENSPTRP00000046527
ENOG410VCCH	ENSP00000454241, ENSP00000252797	ENSPTRP00000013682, ENSPTRP00000013681
ENOG410WIR5	ENSP00000261205	ENSPTRP00000045927
ENOG410WIR4	ENSP00000394700	ENSPTRP00000010890
ENOG410VEX8	ENSP00000335384	ENSPTRP00000046799
ENOG410WBKR	ENSP00000416653	ENSPTRP00000044223
ENOG410WBPZ	ENSP00000357739	ENSPTRP00000002261
ENOG410WBPP	ENSP00000414034	ENSPTRP00000050903
ENOG410WBPV	ENSP00000468098	ENSPTRP00000061186
ENOG410WBPW	ENSP00000424932	ENSPTRP00000060982
ENOG410WBPJ	ENSP00000375181	ENSPTRP00000018995
ENOG410WBPK	ENSP00000366908	ENSPTRP00000049308
ENOG410WBPH	ENSP00000407048	ENSPTRP00000060920
ENOG410WBPI	ENSP00000386846	ENSPTRP00000060962
ENOG410WBPN	ENSP00000403936	ENSPTRP00000060860
ENOG410WBPM	ENSP00000356608	ENSPTRP00000002865
ENOG410WBPB	ENSP00000250784	ENSPTRP00000038748
ENOG410WBPG	ENSP00000383978	ENSPTRP00000047609
ENOG410WBP9	ENSP00000436580, ENSP00000436891	ENSPTRP00000060112
ENOG410WBP2	ENSP00000331704	ENSPTRP00000024157
ENOG410WBP0	ENSP00000352424	ENSPTRP00000061122
ENOG410WBP6	ENSP00000458390, ENSP00000459945, ENSP00000285805, ENSP00000318615	ENSPTRP00000033015
ENOG410WBP7	ENSP00000235347	ENSPTRP00000050022
ENOG410WBP4	ENSP00000459144, ENSP00000395413	ENSPTRP00000060984
ENOG410VDAM	ENSP00000281453	ENSPTRP00000028540
ENOG410VDAI	ENSP00000453403	ENSPTRP00000011847
ENOG410VDAJ	ENSP00000329318	ENSPTRP00000049874
ENOG410VDAK	ENSP00000292853, ENSP00000292852	ENSPTRP00000018774
ENOG410VDAD	ENSP00000365906, ENSP00000221315	ENSPTRP00000007226, ENSPTRP00000059979
ENOG410VDAE	ENSP00000461728, ENSP00000439918	ENSPTRP00000007393
ENOG410VDAF	ENSP00000417003	ENSPTRP00000048811
ENOG410VDAG	ENSP00000379353	ENSPTRP00000008136
ENOG410VDAA	ENSP00000257818	ENSPTRP00000006061
ENOG410VDAC	ENSP00000442339	ENSPTRP00000033371
ENOG410VDAY	ENSP00000305459	ENSPTRP00000014135
ENOG410VDAZ	ENSP00000296318	ENSPTRP00000025984
ENOG410VDAT	ENSP00000381436	ENSPTRP00000058107
ENOG410VDAV	ENSP00000267935	ENSPTRP00000012485
ENOG410VDAW	ENSP00000284437	ENSPTRP00000027508
ENOG410VDAQ	ENSP00000227665	ENSPTRP00000007401
ENOG410VDAR	ENSP00000215115	ENSPTRP00000053599
ENOG410VDA8	ENSP00000328133	ENSPTRP00000026596
ENOG410VDA4	ENSP00000219281	ENSPTRP00000013956
ENOG410VDA6	ENSP00000363318	ENSPTRP00000040514
ENOG410VDA0	ENSP00000356135	ENSPTRP00000060831
ENOG410VDA1	ENSP00000329418	ENSPTRP00000013256
ENOG410VDA2	ENSP00000294818	ENSPTRP00000002701
ENOG410VDA3	ENSP00000339750	ENSPTRP00000021400
ENOG410WHJI	ENSP00000354080	ENSPTRP00000005841
ENOG410V64N	ENSP00000347532	ENSPTRP00000057882
ENOG410V64I	ENSP00000243878	ENSPTRP00000014068
ENOG410V64H	ENSP00000373487	ENSPTRP00000008508
ENOG410V64K	ENSP00000278200	ENSPTRP00000006031
ENOG410V64J	ENSP00000356470	ENSPTRP00000002968
ENOG410V64D	ENSP00000319169	ENSPTRP00000010432
ENOG410V64Z	ENSP00000256509, ENSP00000344786, ENSP00000263665, ENSP00000368314, ENSP00000359074, ENSP00000325660, ENSP00000341882, ENSP00000472942, ENSP00000380602, ENSP00000279463, ENSP00000330633	ENSPTRP00000026088, ENSPTRP00000054407, ENSPTRP00000025098, ENSPTRP00000047690, ENSPTRP00000040736, ENSPTRP00000025103, ENSPTRP00000007227, ENSPTRP00000003170, ENSPTRP00000046202, ENSPTRP00000025101
ENOG410V649	ENSP00000363115, ENSP00000346671, ENSP00000361423, ENSP00000427562, ENSP00000357615, ENSP00000324740, ENSP00000350941	ENSPTRP00000016724, ENSPTRP00000031615, ENSPTRP00000023137, ENSPTRP00000051478, ENSPTRP00000031633, ENSPTRP00000000718, ENSPTRP00000036748
ENOG410V648	ENSP00000348762	ENSPTRP00000042616
ENOG410V645	ENSP00000368468, ENSP00000434724	ENSPTRP00000007100, ENSPTRP00000030290
ENOG410V644	ENSP00000300289, ENSP00000286091	ENSPTRP00000033973, ENSPTRP00000051552
ENOG410V647	ENSP00000298546	ENSPTRP00000039133
ENOG410V646	ENSP00000301068	ENSPTRP00000008368
ENOG410V640	ENSP00000344226	ENSPTRP00000005503
ENOG410V643	ENSP00000196548	ENSPTRP00000019925
ENOG410V4DE	ENSP00000362649, ENSP00000430432, ENSP00000302967	ENSPTRP00000049696, ENSPTRP00000060659, ENSPTRP00000029652
ENOG410V4DB	ENSP00000327513	ENSPTRP00000001844
ENOG410V4DN	ENSP00000295025, ENSP00000384273	ENSPTRP00000054405, ENSPTRP00000020529
ENOG410V4DM	ENSP00000340330, ENSP00000265713, ENSP00000406037, ENSP00000259021, ENSP00000287239	ENSPTRP00000034594, ENSPTRP00000006709, ENSPTRP00000004608, ENSPTRP00000060855, ENSPTRP00000015934
ENOG410V4DK	ENSP00000275820	ENSPTRP00000034114
ENOG410V4DI	ENSP00000364893, ENSP00000250617	ENSPTRP00000010269, ENSPTRP00000043151
ENOG410V4DV	ENSP00000233813	ENSPTRP00000022058
ENOG410V4DU	ENSP00000295802	ENSPTRP00000020809
ENOG410V4DS	ENSP00000363349, ENSP00000304429	ENSPTRP00000001703, ENSPTRP00000036326
ENOG410V4DR	ENSP00000008391, ENSP00000201031, ENSP00000362332, ENSP00000377265, ENSP00000368924	ENSPTRP00000031214, ENSPTRP00000031212, ENSPTRP00000023487, ENSPTRP00000000923, ENSPTRP00000010583
ENOG410V4DQ	ENSP00000319705, ENSP00000267803	ENSPTRP00000012013, ENSPTRP00000012016
ENOG410V4DP	ENSP00000323300	ENSPTRP00000015233
ENOG410V4DX	ENSP00000281141	ENSPTRP00000003883
ENOG410V4D7	ENSP00000346236	ENSPTRP00000029506
ENOG410V4D5	ENSP00000342188	ENSPTRP00000026857
ENOG410V4D3	ENSP00000343745	ENSPTRP00000046628
ENOG410V4D2	ENSP00000229266, ENSP00000349696	ENSPTRP00000009103, ENSPTRP00000040774
ENOG410V4D1	ENSP00000225665	ENSPTRP00000014704
ENOG410V4D0	ENSP00000227474	ENSPTRP00000007600
ENOG410V6ZN	ENSP00000367276	ENSPTRP00000010035
ENOG410V6ZI	ENSP00000469825, ENSP00000367879	ENSPTRP00000054870
ENOG410V6ZH	ENSP00000412324, ENSP00000417963, ENSP00000164133, ENSP00000337641, ENSP00000261461	ENSPTRP00000031064, ENSPTRP00000003300, ENSPTRP00000006640, ENSPTRP00000011475, ENSPTRP00000010895
ENOG410V6ZS	ENSP00000020673, ENSP00000324127, ENSP00000245796, ENSP00000274710	ENSPTRP00000029581, ENSPTRP00000021205, ENSPTRP00000045188, ENSPTRP00000041617
ENOG410V6ZX	ENSP00000349325	ENSPTRP00000051672
ENOG410V6Z4	ENSP00000334625, ENSP00000260247	ENSPTRP00000027613, ENSPTRP00000007266
ENOG410V6Z1	ENSP00000356404	ENSPTRP00000003000
ENOG410V6Z9	ENSP00000367378	ENSPTRP00000037437
ENOG410V8WQ	ENSP00000263187	ENSPTRP00000001510
ENOG410VDHG	ENSP00000355146	ENSPTRP00000047330
ENOG410V9H4	ENSP00000340989	ENSPTRP00000056936
ENOG410V9H5	ENSP00000373979	ENSPTRP00000035254
ENOG410V9HX	ENSP00000270115	ENSPTRP00000048337
ENOG410V9HY	ENSP00000330812	ENSPTRP00000053700
ENOG410V9HV	ENSP00000276077	ENSPTRP00000060203
ENOG410V9HW	ENSP00000362744	ENSPTRP00000037867
ENOG410V9HT	ENSP00000343676, ENSP00000282561	ENSPTRP00000043179, ENSPTRP00000031686
ENOG410V9HU	ENSP00000264601	ENSPTRP00000022374
ENOG410V9HR	ENSP00000357306, ENSP00000321805	ENSPTRP00000016975, ENSPTRP00000002434
ENOG410V9HS	ENSP00000304422	ENSPTRP00000013102
ENOG410V9HP	ENSP00000287380	ENSPTRP00000035142
ENOG410V9HQ	ENSP00000350651	ENSPTRP00000059062
ENOG410V9HN	ENSP00000336817	ENSPTRP00000006000
ENOG410V9HM	ENSP00000297994	ENSPTRP00000035834
ENOG410V9HJ	ENSP00000417706, ENSP00000292782	ENSPTRP00000010301, ENSPTRP00000026947
ENOG410V9HH	ENSP00000377954	ENSPTRP00000029693
ENOG410V9HE	ENSP00000400500	ENSPTRP00000033548
ENOG410V9HB	ENSP00000338276	ENSPTRP00000031207
ENOG410V9HA	ENSP00000318264	ENSPTRP00000020810
ENOG410WHAB	ENSP00000322300, ENSP00000343871	ENSPTRP00000008952
ENOG410WHAZ	ENSP00000335560	ENSPTRP00000056284
ENOG410VEMY	ENSP00000265068	ENSPTRP00000026468
ENOG410VEMX	ENSP00000358451	ENSPTRP00000001993
ENOG410VEMU	ENSP00000408961, ENSP00000404869, ENSP00000366343, ENSP00000425554, ENSP00000402486, ENSP00000375393, ENSP00000412512, ENSP00000419119	ENSPTRP00000030506
ENOG410VEMW	ENSP00000351664	ENSPTRP00000031574
ENOG410VEMV	ENSP00000250124	ENSPTRP00000014828
ENOG410VEMP	ENSP00000222598	ENSPTRP00000033230
ENOG410VEMR	ENSP00000259608	ENSPTRP00000035771
ENOG410VEMN	ENSP00000426359	ENSPTRP00000060811
ENOG410VEMI	ENSP00000349874	ENSPTRP00000042255
ENOG410VEMH	ENSP00000333097	ENSPTRP00000020660
ENOG410VEMJ	ENSP00000312284	ENSPTRP00000012356
ENOG410VEME	ENSP00000284629	ENSPTRP00000033595
ENOG410VEMD	ENSP00000438346	ENSPTRP00000020845
ENOG410VEMG	ENSP00000331470	ENSPTRP00000008293
ENOG410VEMF	ENSP00000362601, ENSP00000263921	ENSPTRP00000027633, ENSPTRP00000047363
ENOG410VEMA	ENSP00000419740	ENSPTRP00000001204
ENOG410VEM5	ENSP00000257894	ENSPTRP00000008389
ENOG410VEM6	ENSP00000367196	ENSPTRP00000061041
ENOG410VEM0	ENSP00000262753	ENSPTRP00000057933
ENOG410VEM3	ENSP00000322784	ENSPTRP00000006305
ENOG410VEM2	ENSP00000350425	ENSPTRP00000007402
ENOG410VBEY	ENSP00000391181, ENSP00000393042, ENSP00000372832, ENSP00000383263, ENSP00000379566, ENSP00000403628	ENSPTRP00000054573
ENOG410VBEJ	ENSP00000334594	ENSPTRP00000057141
ENOG410VBEM	ENSP00000360184	ENSPTRP00000004892
ENOG410VBEB	ENSP00000307607, ENSP00000240285	ENSPTRP00000034818, ENSPTRP00000047171
ENOG410VX56	ENSP00000459537, ENSP00000371812	ENSPTRP00000053990
ENOG410VNP0	ENSP00000307879	ENSPTRP00000007643
ENOG410VNPI	ENSP00000471678, ENSP00000389835	ENSPTRP00000059965
ENOG410VNPN	ENSP00000304707	ENSPTRP00000007303
ENOG410VNPF	ENSP00000310088	ENSPTRP00000007841
ENOG410V7XC	ENSP00000230859, ENSP00000396995	ENSPTRP00000044192, ENSPTRP00000028678
ENOG410VC62	ENSP00000379144	ENSPTRP00000047103
ENOG410VC63	ENSP00000339374	ENSPTRP00000006540
ENOG410VC60	ENSP00000298288	ENSPTRP00000010702
ENOG410VC61	ENSP00000326500	ENSPTRP00000056178
ENOG410VC65	ENSP00000171111	ENSPTRP00000017850
ENOG410VC6J	ENSP00000359127	ENSPTRP00000001738
ENOG410VC6H	ENSP00000354982	ENSPTRP00000061404
ENOG410VC6I	ENSP00000322273, ENSP00000332511	ENSPTRP00000005797, ENSPTRP00000001944
ENOG410VC6N	ENSP00000368411	ENSPTRP00000054494
ENOG410VC6B	ENSP00000295966	ENSPTRP00000026017
ENOG410VC6C	ENSP00000246794	ENSPTRP00000019405
ENOG410VC6A	ENSP00000340176	ENSPTRP00000034463
ENOG410VC6F	ENSP00000448540, ENSP00000262419	ENSPTRP00000015841
ENOG410VC6G	ENSP00000225648, ENSP00000222728	ENSPTRP00000059919, ENSPTRP00000015905
ENOG410VC6D	ENSP00000338967	ENSPTRP00000037111
ENOG410VC6X	ENSP00000355141	ENSPTRP00000041853
ENOG410VC6R	ENSP00000377218	ENSPTRP00000028535
ENOG410VC6P	ENSP00000043402	ENSPTRP00000049843
ENOG410VC6V	ENSP00000376178, ENSP00000215095, ENSP00000222812, ENSP00000459531	ENSPTRP00000013711, ENSPTRP00000009583, ENSPTRP00000032951
ENOG410VC6T	ENSP00000268802	ENSPTRP00000014150
ENOG410V7XY	ENSP00000366563, ENSP00000289153, ENSP00000352121, ENSP00000263967	ENSPTRP00000000229, ENSPTRP00000026618, ENSPTRP00000044953, ENSPTRP00000026912
ENOG410V7XZ	ENSP00000258829	ENSPTRP00000010650
ENOG410V5GU	ENSP00000263409	ENSPTRP00000028823
ENOG410VDZH	ENSP00000252506	ENSPTRP00000036056
ENOG410VDZK	ENSP00000241261	ENSPTRP00000044016
ENOG410VDZJ	ENSP00000358753	ENSPTRP00000001895
ENOG410VDZF	ENSP00000259632	ENSPTRP00000035721
ENOG410VDZA	ENSP00000359385	ENSPTRP00000001651
ENOG410VDZB	ENSP00000216445	ENSPTRP00000010834
ENOG410VDZY	ENSP00000309493	ENSPTRP00000049683
ENOG410VDZX	ENSP00000348673	ENSPTRP00000045949
ENOG410VDZU	ENSP00000309772	ENSPTRP00000033609
ENOG410VDZT	ENSP00000401177	ENSPTRP00000036075
ENOG410VDZV	ENSP00000302476, ENSP00000457706, ENSP00000459486, ENSP00000458289	ENSPTRP00000047646
ENOG410VDZQ	ENSP00000359070	ENSPTRP00000051938
ENOG410VDZP	ENSP00000227638	ENSPTRP00000007193
ENOG410VDZS	ENSP00000295746	ENSPTRP00000026219
ENOG410VDZ9	ENSP00000352175	ENSPTRP00000047064
ENOG410VDZ8	ENSP00000368025	ENSPTRP00000048765
ENOG410VDZ5	ENSP00000290231	ENSPTRP00000041147
ENOG410VDZ4	ENSP00000377374	ENSPTRP00000029951
ENOG410VDZ7	ENSP00000396308, ENSP00000319170	ENSPTRP00000026122, ENSPTRP00000029175
ENOG410VDZ6	ENSP00000220507	ENSPTRP00000051609
ENOG410VDZ1	ENSP00000230340	ENSPTRP00000031035
ENOG410VDZ0	ENSP00000385597	ENSPTRP00000032212
ENOG410VDZ3	ENSP00000386452	ENSPTRP00000045206
ENOG410VY8E	ENSP00000391989	ENSPTRP00000060014
ENOG410VGEZ	ENSP00000285279	ENSPTRP00000032810
ENOG410VGEY	ENSP00000333735	ENSPTRP00000051677
ENOG410V4R4	ENSP00000357998	ENSPTRP00000031547
ENOG410V53D	ENSP00000355599	ENSPTRP00000046783
ENOG410V5WE	ENSP00000216840	ENSPTRP00000010544
ENOG410V5WJ	ENSP00000248073, ENSP00000302867, ENSP00000303822, ENSP00000328144, ENSP00000310488, ENSP00000248072, ENSP00000444134, ENSP00000248058, ENSP00000316955, ENSP00000345563	ENSPTRP00000017756, ENSPTRP00000018093, ENSPTRP00000018096, ENSPTRP00000018095, ENSPTRP00000029977, ENSPTRP00000017757, ENSPTRP00000060726, ENSPTRP00000018094, ENSPTRP00000049034
ENOG410V5WI	ENSP00000266771, ENSP00000227880	ENSPTRP00000009574, ENSPTRP00000006410
ENOG410V5WH	ENSP00000384222, ENSP00000427772	ENSPTRP00000029906, ENSPTRP00000028518
ENOG410V5WN	ENSP00000265175, ENSP00000381823	ENSPTRP00000048024, ENSPTRP00000028100
ENOG410V5WS	ENSP00000305664	ENSPTRP00000025049
ENOG410V5WT	ENSP00000458954	ENSPTRP00000014727
ENOG410V5WX	ENSP00000268896	ENSPTRP00000052866
ENOG410V5W3	ENSP00000356076, ENSP00000010132, ENSP00000342105, ENSP00000463587	ENSPTRP00000003206, ENSPTRP00000008820, ENSPTRP00000007788
ENOG410V5W2	ENSP00000326003	ENSPTRP00000020531
ENOG410V5W0	ENSP00000352272	ENSPTRP00000004571
ENOG410V5W4	ENSP00000329033, ENSP00000322020	ENSPTRP00000024171
ENOG410V53I	ENSP00000361625	ENSPTRP00000036686
ENOG410VAX6	ENSP00000293362	ENSPTRP00000015706
ENOG410VAX7	ENSP00000407353	ENSPTRP00000008151
ENOG410VAX4	ENSP00000372361	ENSPTRP00000009690
ENOG410VAX5	ENSP00000344563	ENSPTRP00000007976
ENOG410VAX2	ENSP00000263681	ENSPTRP00000006994
ENOG410VAX3	ENSP00000371362	ENSPTRP00000028805
ENOG410VAX0	ENSP00000265495, ENSP00000311280, ENSP00000239882	ENSPTRP00000009892, ENSPTRP00000028241
ENOG410VAX1	ENSP00000378508	ENSPTRP00000046101
ENOG410VAX9	ENSP00000329141	ENSPTRP00000046491
ENOG410VAXG	ENSP00000304689	ENSPTRP00000014077
ENOG410VAXE	ENSP00000305372, ENSP00000358301, ENSP00000343782	ENSPTRP00000042587, ENSPTRP00000029722, ENSPTRP00000005222
ENOG410VAXB	ENSP00000239849	ENSPTRP00000009919
ENOG410VAXA	ENSP00000345824, ENSP00000407925, ENSP00000261655, ENSP00000390630, ENSP00000391564	ENSPTRP00000041611
ENOG410VAXN	ENSP00000252455	ENSPTRP00000017915
ENOG410VAXM	ENSP00000378292	ENSPTRP00000034902
ENOG410VAXJ	ENSP00000245934	ENSPTRP00000019175
ENOG410VAXH	ENSP00000346160	ENSPTRP00000021736
ENOG410VAXI	ENSP00000246553	ENSPTRP00000018562
ENOG410VAXV	ENSP00000306157	ENSPTRP00000028793
ENOG410VAXW	ENSP00000363313	ENSPTRP00000036338
ENOG410VAXU	ENSP00000215904, ENSP00000330918	ENSPTRP00000061192, ENSPTRP00000024706
ENOG410VAXR	ENSP00000417035	ENSPTRP00000061024
ENOG410VAXS	ENSP00000228534	ENSPTRP00000008668
ENOG410VAXP	ENSP00000394546	ENSPTRP00000031834
ENOG410VAXX	ENSP00000382271	ENSPTRP00000057259
ENOG410WF45	ENSP00000405682	ENSPTRP00000060095
ENOG410VEXS	ENSP00000230882	ENSPTRP00000028855
ENOG410VEXQ	ENSP00000365926	ENSPTRP00000035961
ENOG410VEXV	ENSP00000247956	ENSPTRP00000060830
ENOG410VEXX	ENSP00000053243	ENSPTRP00000013275
ENOG410VEXC	ENSP00000221466	ENSPTRP00000041152
ENOG410VEXF	ENSP00000222284	ENSPTRP00000018571
ENOG410VEXG	ENSP00000369816	ENSPTRP00000014833
ENOG410VEXD	ENSP00000284311	ENSPTRP00000026148
ENOG410VEXE	ENSP00000259030, ENSP00000296142	ENSPTRP00000025604, ENSPTRP00000027056
ENOG410VEXK	ENSP00000260061	ENSPTRP00000007033
ENOG410VEXH	ENSP00000388684	ENSPTRP00000020414
ENOG410VEXI	ENSP00000302111	ENSPTRP00000005382
ENOG410VEXN	ENSP00000408288	ENSPTRP00000058294
ENOG410VEXM	ENSP00000447488	ENSPTRP00000008940
ENOG410VEX2	ENSP00000334285	ENSPTRP00000029371
ENOG410VEX6	ENSP00000328228	ENSPTRP00000034402
ENOG410VEX7	ENSP00000360757	ENSPTRP00000036927
ENOG410VNM2	ENSP00000447239, ENSP00000446645, ENSP00000448793, ENSP00000449244	ENSPTRP00000030705
ENOG410VNMA	ENSP00000340568	ENSPTRP00000052515
ENOG410VNMV	ENSP00000361199	ENSPTRP00000004698
ENOG410V74T	ENSP00000361512, ENSP00000381504	ENSPTRP00000037123, ENSPTRP00000038121
ENOG410V74U	ENSP00000346599	ENSPTRP00000041041
ENOG410V74V	ENSP00000306105	ENSPTRP00000018484
ENOG410V74W	ENSP00000307853	ENSPTRP00000006717
ENOG410V74Q	ENSP00000357880	ENSPTRP00000031597
ENOG410V74R	ENSP00000343885, ENSP00000362329	ENSPTRP00000028067, ENSPTRP00000004481
ENOG410V74S	ENSP00000229769	ENSPTRP00000030890
ENOG410V74Y	ENSP00000321797, ENSP00000352414	ENSPTRP00000042446, ENSPTRP00000005056
ENOG410V74D	ENSP00000427820	ENSPTRP00000034788
ENOG410V74E	ENSP00000325817, ENSP00000324549	ENSPTRP00000011648, ENSPTRP00000045488
ENOG410V74F	ENSP00000368102	ENSPTRP00000039213
ENOG410V74G	ENSP00000281703	ENSPTRP00000009575
ENOG410V74A	ENSP00000258439	ENSPTRP00000020957
ENOG410V74B	ENSP00000331879	ENSPTRP00000005986
ENOG410V74C	ENSP00000300408	ENSPTRP00000015927
ENOG410V74M	ENSP00000367075, ENSP00000423897, ENSP00000362206	ENSPTRP00000037981, ENSPTRP00000010064, ENSPTRP00000037980
ENOG410V74N	ENSP00000340494	ENSPTRP00000034438
ENOG410V74H	ENSP00000364721, ENSP00000300249, ENSP00000233121	ENSPTRP00000052273, ENSPTRP00000016940
ENOG410V74I	ENSP00000417404	ENSPTRP00000056517
ENOG410V74J	ENSP00000327716	ENSPTRP00000023947
ENOG410V74K	ENSP00000262878	ENSPTRP00000023119
ENOG410V744	ENSP00000367637	ENSPTRP00000030349
ENOG410V745	ENSP00000348314	ENSPTRP00000044211
ENOG410V746	ENSP00000462898, ENSP00000358310	ENSPTRP00000002054
ENOG410V747	ENSP00000334153	ENSPTRP00000025312
ENOG410V740	ENSP00000472963, ENSP00000386520, ENSP00000362441, ENSP00000455669	ENSPTRP00000054614, ENSPTRP00000025849
ENOG410V741	ENSP00000349396	ENSPTRP00000044395
ENOG410V742	ENSP00000365830	ENSPTRP00000059844
ENOG410V743	ENSP00000228799	ENSPTRP00000007752
ENOG410V749	ENSP00000461948, ENSP00000290363	ENSPTRP00000002122
ENOG410V49T	ENSP00000313318	ENSPTRP00000006138
ENOG410V535	ENSP00000362900, ENSP00000244020	ENSPTRP00000023194, ENSPTRP00000000775
ENOG410V534	ENSP00000369802, ENSP00000391167	ENSPTRP00000042403, ENSPTRP00000012290
ENOG410V49Q	ENSP00000358896	ENSPTRP00000006699
ENOG410V442	ENSP00000304111, ENSP00000354995	ENSPTRP00000007491, ENSPTRP00000023982
ENOG410VM8Z	ENSP00000295958	ENSPTRP00000060654
ENOG410VFZ4	ENSP00000362869	ENSPTRP00000036440
ENOG410VFZ2	ENSP00000466519	ENSPTRP00000019078
ENOG410VFZ1	ENSP00000283006	ENSPTRP00000029015
ENOG410VFZW	ENSP00000310622	ENSPTRP00000002954
ENOG410VFZE	ENSP00000354632	ENSPTRP00000061399
