ENOG410VA9E	ENSP00000425556, ENSP00000351790	ENSMUSP00000034057, ENSMUSP00000093240
ENOG410V46C	ENSP00000248121	ENSMUSP00000007236
ENOG410V46B	ENSP00000328596, ENSP00000260653	ENSMUSP00000135677, ENSMUSP00000021519
ENOG410V46E	ENSP00000412060, ENSP00000234142	ENSMUSP00000049003, ENSMUSP00000044454
ENOG410V46D	ENSP00000315713, ENSP00000269033, ENSP00000312081	ENSMUSP00000047718, ENSMUSP00000042625, ENSMUSP00000124312
ENOG410V46G	ENSP00000265428, ENSP00000348283, ENSP00000363998	ENSMUSP00000041627, ENSMUSP00000029126, ENSMUSP00000132224
ENOG410V46F	ENSP00000354991, ENSP00000258888	ENSMUSP00000102971, ENSMUSP00000048752
ENOG410V46Q	ENSP00000298717	ENSMUSP00000022767
ENOG410V46P	ENSP00000257694	ENSMUSP00000043286
ENOG410V46S	ENSP00000185150	ENSMUSP00000072929
ENOG410V46U	ENSP00000343273	ENSMUSP00000030841
ENOG410V46T	ENSP00000362122	ENSMUSP00000033602
ENOG410V46V	ENSP00000246657	ENSMUSP00000099423
ENOG410V49S	ENSP00000415203	ENSMUSP00000031189
ENOG410VBR0	ENSP00000341737, ENSP00000391942	ENSMUSP00000032477, ENSMUSP00000030760
ENOG410VBR7	ENSP00000350512	ENSMUSP00000027050
ENOG410VBR5	ENSP00000276014, ENSP00000470722, ENSP00000469069	ENSMUSP00000052272
ENOG410VBRC	ENSP00000363942	ENSMUSP00000037627
ENOG410VBRB	ENSP00000287701	ENSMUSP00000066905
ENOG410VBRA	ENSP00000329295	ENSMUSP00000058254
ENOG410VBRE	ENSP00000327890	ENSMUSP00000088079
ENOG410WHE6	ENSP00000264895	ENSMUSP00000043250
ENOG410WHE8	ENSP00000280481	ENSMUSP00000088670
ENOG410V5G3	ENSP00000377862, ENSP00000349768, ENSP00000261800, ENSP00000299441, ENSP00000298047, ENSP00000381768, ENSP00000406229	ENSMUSP00000096394, ENSMUSP00000077574, ENSMUSP00000101104, ENSMUSP00000061836, ENSMUSP00000067556, ENSMUSP00000080808
ENOG410V5G0	ENSP00000260386, ENSP00000272117, ENSP00000263370	ENSMUSP00000069851, ENSMUSP00000028758, ENSMUSP00000003850
ENOG410V5G7	ENSP00000308351	ENSMUSP00000113718
ENOG410V5G5	ENSP00000262138	ENSMUSP00000021066
ENOG410V5G9	ENSP00000348828, ENSP00000367629, ENSP00000367355, ENSP00000264051, ENSP00000270747, ENSP00000355026, ENSP00000056217	ENSMUSP00000030898, ENSMUSP00000031750, ENSMUSP00000067684, ENSMUSP00000078281, ENSMUSP00000066894, ENSMUSP00000006618
ENOG410V5G8	ENSP00000373846	ENSMUSP00000038775
ENOG410V5GP	ENSP00000358635, ENSP00000281722, ENSP00000282641, ENSP00000363745, ENSP00000295971	ENSMUSP00000133649, ENSMUSP00000081239, ENSMUSP00000075235, ENSMUSP00000045511, ENSMUSP00000092348
ENOG410V5GW	ENSP00000263657	ENSMUSP00000020317
ENOG410V5GV	ENSP00000351706, ENSP00000368226	ENSMUSP00000052226, ENSMUSP00000067598, ENSMUSP00000119564
ENOG410V5GT	ENSP00000337445	ENSMUSP00000071788
ENOG410V5GZ	ENSP00000350024, ENSP00000362285, ENSP00000360773	ENSMUSP00000063096, ENSMUSP00000112685, ENSMUSP00000025826
ENOG410V5GY	ENSP00000263036	ENSMUSP00000027986
ENOG410V5GX	ENSP00000399982	ENSMUSP00000048016
ENOG410V5GB	ENSP00000338562	ENSMUSP00000069529
ENOG410V5GA	ENSP00000349783, ENSP00000258349	ENSMUSP00000124871, ENSMUSP00000097721
ENOG410V5GF	ENSP00000243389, ENSP00000366942, ENSP00000334223, ENSP00000317382	ENSMUSP00000020502, ENSMUSP00000057355, ENSMUSP00000020499, ENSMUSP00000045613
ENOG410V5GE	ENSP00000437940	ENSMUSP00000032968
ENOG410V5GK	ENSP00000383719	ENSMUSP00000024056
ENOG410V5GN	ENSP00000358099	ENSMUSP00000033133
ENOG410VAHV	ENSP00000418668	ENSMUSP00000030033
ENOG410VAHT	ENSP00000337393	ENSMUSP00000115342
ENOG410VAHU	ENSP00000304102	ENSMUSP00000019638
ENOG410VAHP	ENSP00000354206	ENSMUSP00000068184
ENOG410VAHQ	ENSP00000369009	ENSMUSP00000108083
ENOG410VAHZ	ENSP00000362778	ENSMUSP00000110349
ENOG410VAHY	ENSP00000371514	ENSMUSP00000055091
ENOG410VAHG	ENSP00000236959	ENSMUSP00000027384
ENOG410VAHD	ENSP00000417185	ENSMUSP00000040405
ENOG410VAHE	ENSP00000385892	ENSMUSP00000027297
ENOG410VAHB	ENSP00000269466	ENSMUSP00000041793
ENOG410VAHC	ENSP00000359333	ENSMUSP00000031198
ENOG410VAHA	ENSP00000413152	ENSMUSP00000002809
ENOG410VAHN	ENSP00000464814	ENSMUSP00000001806
ENOG410VAHJ	ENSP00000319799	ENSMUSP00000036951
ENOG410VAHH	ENSP00000359378	ENSMUSP00000038947
ENOG410VAHI	ENSP00000338457	ENSMUSP00000047920
ENOG410VAH6	ENSP00000360296, ENSP00000264775	ENSMUSP00000016144
ENOG410VAH7	ENSP00000429397, ENSP00000342938	ENSMUSP00000006303
ENOG410VAH4	ENSP00000166139	ENSMUSP00000020575
ENOG410VAH5	ENSP00000305424	ENSMUSP00000058956, ENSMUSP00000074672, ENSMUSP00000075832, ENSMUSP00000054673
ENOG410VAH2	ENSP00000379739	ENSMUSP00000030461
ENOG410VAH3	ENSP00000264903, ENSP00000261951	ENSMUSP00000108629, ENSMUSP00000020624
ENOG410VAH0	ENSP00000222567	ENSMUSP00000020877
ENOG410VAH8	ENSP00000421853	ENSMUSP00000055750
ENOG410VAH9	ENSP00000262455	ENSMUSP00000030028
ENOG410V67C	ENSP00000272427, ENSP00000260762	ENSMUSP00000064332, ENSMUSP00000125312
ENOG410V80V	ENSP00000368767	ENSMUSP00000077273
ENOG410V4K9	ENSP00000357838	ENSMUSP00000081544
ENOG410V4KH	ENSP00000226578	ENSMUSP00000029814
ENOG410V4KI	ENSP00000434508	ENSMUSP00000081903
ENOG410V4KE	ENSP00000232974, ENSP00000354686	ENSMUSP00000089153, ENSMUSP00000091286
ENOG410V4KA	ENSP00000355354	ENSMUSP00000048524
ENOG410V4KX	ENSP00000378191	ENSMUSP00000029663
ENOG410V4KP	ENSP00000380793	ENSMUSP00000045272
ENOG410V7MN	ENSP00000412267	ENSMUSP00000138000
ENOG410V7MX	ENSP00000357156	ENSMUSP00000015998
ENOG410V7M3	ENSP00000297185	ENSMUSP00000025217
ENOG410V7M6	ENSP00000265340, ENSP00000304169, ENSP00000359019	ENSMUSP00000047359, ENSMUSP00000021968, ENSMUSP00000026259
ENOG410V7TT	ENSP00000355467	ENSMUSP00000040956
ENOG410V7TY	ENSP00000452571, ENSP00000384183, ENSP00000354869, ENSP00000389760	ENSMUSP00000016088, ENSMUSP00000020699
ENOG410V7TZ	ENSP00000246801	ENSMUSP00000112673
ENOG410V7TD	ENSP00000216194	ENSMUSP00000023043
ENOG410V7TB	ENSP00000261597	ENSMUSP00000024851
ENOG410V7TN	ENSP00000276569	ENSMUSP00000029125
ENOG410VFJG	ENSP00000306190	ENSMUSP00000015460
ENOG410VFJC	ENSP00000162749	ENSMUSP00000032491
ENOG410VFJB	ENSP00000216799	ENSMUSP00000022828
ENOG410VFJW	ENSP00000329803, ENSP00000344616	ENSMUSP00000114116, ENSMUSP00000073221
ENOG410VFJU	ENSP00000226021	ENSMUSP00000021065
ENOG410VFJT	ENSP00000297581	ENSMUSP00000022913
ENOG410VFJR	ENSP00000408730	ENSMUSP00000007865
ENOG410VFJQ	ENSP00000333326	ENSMUSP00000032233
ENOG410VFJP	ENSP00000261980	ENSMUSP00000039088, ENSMUSP00000021665
ENOG410VFJY	ENSP00000438590	ENSMUSP00000054573
ENOG410VFJX	ENSP00000325414	ENSMUSP00000068187
ENOG410VFJ1	ENSP00000369518	ENSMUSP00000013766
ENOG410VFJ8	ENSP00000274532	ENSMUSP00000069456
ENOG410WI6C	ENSP00000381949	ENSMUSP00000101094
ENOG410WI6H	ENSP00000340937	ENSMUSP00000084141
ENOG410WI6S	ENSP00000297848	ENSMUSP00000105850
ENOG410WI6R	ENSP00000295550	ENSMUSP00000137585
ENOG410WI6P	ENSP00000355180	ENSMUSP00000001147
ENOG410WI6U	ENSP00000325146	ENSMUSP00000071662
ENOG410WI6Z	ENSP00000373298	ENSMUSP00000107658
ENOG410WI6Y	ENSP00000300527	ENSMUSP00000001181
ENOG410WI62	ENSP00000362776	ENSMUSP00000035802
ENOG410WI61	ENSP00000349790	ENSMUSP00000051579
ENOG410WI64	ENSP00000316030	ENSMUSP00000110899
ENOG410WI68	ENSP00000351310	ENSMUSP00000096040
ENOG410WDPV	ENSP00000155858	ENSMUSP00000009390
ENOG410VC28	ENSP00000352678	ENSMUSP00000020273
ENOG410VC2E	ENSP00000265335	ENSMUSP00000020649
ENOG410VC2N	ENSP00000053867	ENSMUSP00000046340
ENOG410VC2K	ENSP00000381247	ENSMUSP00000060205
ENOG410VC2H	ENSP00000226279	ENSMUSP00000030964
ENOG410VC2S	ENSP00000246112	ENSMUSP00000071905
ENOG410VC2P	ENSP00000251453	ENSMUSP00000103940
ENOG410WJJ9	ENSP00000282466	ENSMUSP00000037246
ENOG410WJJJ	ENSP00000247153	ENSMUSP00000001156
ENOG410VKB8	ENSP00000257245	ENSMUSP00000028470
ENOG410VKB9	ENSP00000219400	ENSMUSP00000120966
ENOG410VKB4	ENSP00000011691	ENSMUSP00000035113
ENOG410VKB2	ENSP00000386557	ENSMUSP00000037758
ENOG410VKBZ	ENSP00000325562	ENSMUSP00000117583
ENOG410VKBT	ENSP00000259254	ENSMUSP00000134317
ENOG410VKBR	ENSP00000457688, ENSP00000386450	ENSMUSP00000031900
ENOG410VKBP	ENSP00000462068, ENSP00000357645	ENSMUSP00000063508
ENOG410VKBQ	ENSP00000296026, ENSP00000379110, ENSP00000427279	ENSMUSP00000031326, ENSMUSP00000031327, ENSMUSP00000074885
ENOG410VKBK	ENSP00000397394	ENSMUSP00000020341
ENOG410VKBD	ENSP00000331358, ENSP00000455919	ENSMUSP00000017309
ENOG410VKBB	ENSP00000410910	ENSMUSP00000048427
ENOG410V521	ENSP00000449428, ENSP00000303908	ENSMUSP00000023087, ENSMUSP00000024047
ENOG410V523	ENSP00000220496	ENSMUSP00000041841
ENOG410V529	ENSP00000349364	ENSMUSP00000136776, ENSMUSP00000056373
ENOG410V52P	ENSP00000300835	ENSMUSP00000033095
ENOG410V52Q	ENSP00000337991	ENSMUSP00000059457
ENOG410V52S	ENSP00000231198	ENSMUSP00000011398
ENOG410V52T	ENSP00000354669, ENSP00000452885	ENSMUSP00000037035, ENSMUSP00000102805
ENOG410V52U	ENSP00000244289	ENSMUSP00000003207
ENOG410V52V	ENSP00000268154, ENSP00000313158	ENSMUSP00000060040, ENSMUSP00000050577
ENOG410V52B	ENSP00000322939, ENSP00000321173, ENSP00000321196	ENSMUSP00000095756, ENSMUSP00000095757, ENSMUSP00000095773, ENSMUSP00000095770, ENSMUSP00000095758
ENOG410V52D	ENSP00000380129, ENSP00000465980, ENSP00000313070	ENSMUSP00000043401, ENSMUSP00000057632
ENOG410V52H	ENSP00000353731, ENSP00000376855, ENSP00000188790, ENSP00000367001	ENSMUSP00000044050, ENSMUSP00000108225, ENSMUSP00000113441, ENSMUSP00000099793
ENOG410V52I	ENSP00000450607	ENSMUSP00000058021
ENOG410V52N	ENSP00000364398	ENSMUSP00000021929
ENOG410VCBY	ENSP00000345392	ENSMUSP00000076637
ENOG410VJQ4	ENSP00000329040	ENSMUSP00000103080
ENOG410VJQ0	ENSP00000369963	ENSMUSP00000028898
ENOG410VJQ1	ENSP00000308227	ENSMUSP00000113011, ENSMUSP00000100667
ENOG410VJQN	ENSP00000293777	ENSMUSP00000019067
ENOG410VJQF	ENSP00000343314	ENSMUSP00000048460
ENOG410VJQD	ENSP00000380646	ENSMUSP00000026578
ENOG410VJQY	ENSP00000435188	ENSMUSP00000093970
ENOG410VJQV	ENSP00000461651, ENSP00000355302	ENSMUSP00000098048
ENOG410VJQQ	ENSP00000407508, ENSP00000414676, ENSP00000393390, ENSP00000401817, ENSP00000416075, ENSP00000365473, ENSP00000373027	ENSMUSP00000130987
ENOG410VH9H	ENSP00000254801	ENSMUSP00000084259
ENOG410VMWJ	ENSP00000298902, ENSP00000376824	ENSMUSP00000082142
ENOG410VMW3	ENSP00000292079	ENSMUSP00000035429
ENOG410V9F8	ENSP00000300098	ENSMUSP00000100882
ENOG410V9FG	ENSP00000300648	ENSMUSP00000069432
ENOG410V6F9	ENSP00000472847, ENSP00000472465	ENSMUSP00000092216
ENOG410V6F7	ENSP00000302728	ENSMUSP00000026613
ENOG410V6F6	ENSP00000364405	ENSMUSP00000050854
ENOG410W1R9	ENSP00000283645	ENSMUSP00000032627
ENOG410W1R5	ENSP00000378288, ENSP00000365152, ENSP00000274643	ENSMUSP00000060149, ENSMUSP00000034133, ENSMUSP00000028970
ENOG410V6FZ	ENSP00000350170, ENSP00000359506, ENSP00000250113, ENSP00000472931	ENSMUSP00000085906, ENSMUSP00000001620, ENSMUSP00000018909
ENOG410V6FI	ENSP00000381782	ENSMUSP00000025732
ENOG410V6FA	ENSP00000367830, ENSP00000295797	ENSMUSP00000030922, ENSMUSP00000103884
ENOG410V6FF	ENSP00000262384	ENSMUSP00000034074
ENOG410V6FD	ENSP00000354125	ENSMUSP00000098076
ENOG410VF62	ENSP00000351422	ENSMUSP00000074670
ENOG410VI49	ENSP00000329557	ENSMUSP00000026744
ENOG410VI41	ENSP00000376848	ENSMUSP00000074017
ENOG410VI46	ENSP00000334805	ENSMUSP00000127616
ENOG410VI44	ENSP00000341867	ENSMUSP00000124673
ENOG410VI4N	ENSP00000319713	ENSMUSP00000030865
ENOG410VI4A	ENSP00000312286	ENSMUSP00000031495
ENOG410VI4X	ENSP00000416829	ENSMUSP00000039280
ENOG410VI4Q	ENSP00000229135	ENSMUSP00000063800
ENOG410VI4U	ENSP00000340610, ENSP00000386398, ENSP00000354432, ENSP00000382610, ENSP00000290943, ENSP00000265224, ENSP00000351875	ENSMUSP00000111054
ENOG410V6KP	ENSP00000372654	ENSMUSP00000078088
ENOG410V6KQ	ENSP00000352172	ENSMUSP00000107598
ENOG410V6KU	ENSP00000269394	ENSMUSP00000089951
ENOG410V6KZ	ENSP00000286523, ENSP00000313258, ENSP00000362013	ENSMUSP00000104149, ENSMUSP00000048120, ENSMUSP00000077103
ENOG410V6KB	ENSP00000339157, ENSP00000354255, ENSP00000225719, ENSP00000386104, ENSP00000241305, ENSP00000359446, ENSP00000223357, ENSP00000369979	ENSMUSP00000021201, ENSMUSP00000020399, ENSMUSP00000048555, ENSMUSP00000099987, ENSMUSP00000028897, ENSMUSP00000026210, ENSMUSP00000033149, ENSMUSP00000039804
ENOG410V6KF	ENSP00000269593	ENSMUSP00000017637
ENOG410V6KG	ENSP00000318177, ENSP00000359804, ENSP00000381216	ENSMUSP00000007814, ENSMUSP00000101727, ENSMUSP00000053474
ENOG410V6KJ	ENSP00000296252, ENSP00000343331	ENSMUSP00000062310
ENOG410V6KM	ENSP00000285667	ENSMUSP00000048817
ENOG410V6K2	ENSP00000308948	ENSMUSP00000022153
ENOG410V6K3	ENSP00000313809	ENSMUSP00000031226
ENOG410V6K6	ENSP00000363398, ENSP00000367446, ENSP00000379032	ENSMUSP00000030643, ENSMUSP00000076505, ENSMUSP00000028623
ENOG410V6K8	ENSP00000257604	ENSMUSP00000047475
ENOG410V6K9	ENSP00000233948	ENSMUSP00000006716
ENOG410V613	ENSP00000311343	ENSMUSP00000135661, ENSMUSP00000137584
ENOG410V611	ENSP00000275764	ENSMUSP00000031876
ENOG410VBV7	ENSP00000344162	ENSMUSP00000112926
ENOG410VBV6	ENSP00000323853, ENSP00000279783, ENSP00000460880, ENSP00000323555, ENSP00000461384	ENSMUSP00000107204, ENSMUSP00000097483, ENSMUSP00000097482, ENSMUSP00000097478, ENSMUSP00000061191, ENSMUSP00000097486, ENSMUSP00000097481, ENSMUSP00000097466, ENSMUSP00000097479, ENSMUSP00000097460, ENSMUSP00000097462, ENSMUSP00000097484, ENSMUSP00000097465
ENOG410VBV5	ENSP00000361052	ENSMUSP00000102107
ENOG410VBV4	ENSP00000300504	ENSMUSP00000037525
ENOG410VBV3	ENSP00000355621	ENSMUSP00000038484
ENOG410VBV2	ENSP00000299977, ENSP00000312402, ENSP00000285013, ENSP00000391101	ENSMUSP00000064819, ENSMUSP00000040060, ENSMUSP00000044435, ENSMUSP00000098282
ENOG410VBV1	ENSP00000335044	ENSMUSP00000093969
ENOG410VBV0	ENSP00000270625	ENSMUSP00000003521
ENOG410VBV9	ENSP00000355559	ENSMUSP00000097336
ENOG410VBV8	ENSP00000261731, ENSP00000254457	ENSMUSP00000031591, ENSMUSP00000018842
ENOG410VBVW	ENSP00000331288	ENSMUSP00000111393
ENOG410VBVU	ENSP00000363259	ENSMUSP00000093741
ENOG410VBVS	ENSP00000343234, ENSP00000353142, ENSP00000192314	ENSMUSP00000058348, ENSMUSP00000092250, ENSMUSP00000095234, ENSMUSP00000098099, ENSMUSP00000136012
ENOG410VBVP	ENSP00000337838, ENSP00000267484	ENSMUSP00000099907, ENSMUSP00000077594
ENOG410VBVX	ENSP00000265074	ENSMUSP00000066737
ENOG410VBVG	ENSP00000331532	ENSMUSP00000099365
ENOG410VBVF	ENSP00000356919, ENSP00000293709, ENSP00000364349, ENSP00000404814, ENSP00000404725	ENSMUSP00000015605, ENSMUSP00000027974
ENOG410VBVE	ENSP00000316729, ENSP00000238738	ENSMUSP00000059498, ENSMUSP00000024956
ENOG410VBVD	ENSP00000312770	ENSMUSP00000040240
ENOG410VBVC	ENSP00000301336	ENSMUSP00000037238
ENOG410VBVA	ENSP00000470009, ENSP00000387362	ENSMUSP00000113346
ENOG410VBVM	ENSP00000330051	ENSMUSP00000061601
ENOG410VBVI	ENSP00000321706	ENSMUSP00000099558
ENOG410VBVH	ENSP00000247270	ENSMUSP00000099526
ENOG410VBYX	ENSP00000265271	ENSMUSP00000089540
ENOG410VBYV	ENSP00000344546, ENSP00000320485	ENSMUSP00000111463, ENSMUSP00000101517
ENOG410VBYU	ENSP00000307188	ENSMUSP00000123799
ENOG410VBYR	ENSP00000261250	ENSMUSP00000032497
ENOG410VBYS	ENSP00000234454	ENSMUSP00000048111
ENOG410VBYQ	ENSP00000292363, ENSP00000463650, ENSP00000358297	ENSMUSP00000029740, ENSMUSP00000039486
ENOG410VBYB	ENSP00000333657, ENSP00000381599	ENSMUSP00000024112
ENOG410VBY9	ENSP00000369500	ENSMUSP00000033723
ENOG410VKUU	ENSP00000380702	ENSMUSP00000030400
ENOG410VKUM	ENSP00000395505	ENSMUSP00000136668
ENOG410WCIX	ENSP00000393539, ENSP00000455281, ENSP00000379709	ENSMUSP00000120357
ENOG410WH2Q	ENSP00000340510	ENSMUSP00000039360
ENOG410WH2T	ENSP00000301607	ENSMUSP00000037850
ENOG410V6DH	ENSP00000363988, ENSP00000226253, ENSP00000336927	ENSMUSP00000084846, ENSMUSP00000017534, ENSMUSP00000077687, ENSMUSP00000029987, ENSMUSP00000079022
ENOG410WDHA	ENSP00000358932	ENSMUSP00000066520
ENOG410W1Y8	ENSP00000305839	ENSMUSP00000097106
ENOG410W1Y7	ENSP00000384490	ENSMUSP00000105255
ENOG410VDV1	ENSP00000252785, ENSP00000255390	ENSMUSP00000131943, ENSMUSP00000090673
ENOG410VDVQ	ENSP00000427463	ENSMUSP00000136527
ENOG410VDVP	ENSP00000366015	ENSMUSP00000030840
ENOG410V8V9	ENSP00000304592	ENSMUSP00000052872
ENOG410V8V8	ENSP00000420716	ENSMUSP00000128613
ENOG410V8V5	ENSP00000322640, ENSP00000329825, ENSP00000366875, ENSP00000349132, ENSP00000347153, ENSP00000366847, ENSP00000366731, ENSP00000406957	ENSMUSP00000097025
ENOG410V8V4	ENSP00000348778, ENSP00000319781	ENSMUSP00000077716, ENSMUSP00000031986
ENOG410V8V7	ENSP00000377055, ENSP00000360635	ENSMUSP00000028332, ENSMUSP00000075429
ENOG410V8V6	ENSP00000306983	ENSMUSP00000111222
ENOG410V8V1	ENSP00000263736	ENSMUSP00000092810
ENOG410V8V3	ENSP00000262189, ENSP00000301067	ENSMUSP00000043874, ENSMUSP00000135941
ENOG410V8V2	ENSP00000285873	ENSMUSP00000131842
ENOG410V8VY	ENSP00000312158, ENSP00000349143, ENSP00000244513, ENSP00000244519, ENSP00000330200, ENSP00000289361	ENSMUSP00000041013, ENSMUSP00000046229, ENSMUSP00000106062
ENOG410V8VU	ENSP00000257622, ENSP00000414208, ENSP00000459114, ENSP00000459607	ENSMUSP00000106801
ENOG410V8VT	ENSP00000377401	ENSMUSP00000037834
ENOG410V8VW	ENSP00000304586	ENSMUSP00000023157
ENOG410V8VV	ENSP00000376957, ENSP00000350266, ENSP00000275884, ENSP00000319678	ENSMUSP00000077067, ENSMUSP00000127187, ENSMUSP00000053035, ENSMUSP00000045367
ENOG410V8VQ	ENSP00000324318	ENSMUSP00000020954
ENOG410V8VP	ENSP00000253697	ENSMUSP00000053778
ENOG410V8VS	ENSP00000261884	ENSMUSP00000112385
ENOG410V8VR	ENSP00000298681	ENSMUSP00000038707
ENOG410V8VM	ENSP00000361151	ENSMUSP00000028161
ENOG410V8VN	ENSP00000343507	ENSMUSP00000050451, ENSMUSP00000057865
ENOG410V8VH	ENSP00000349887	ENSMUSP00000065337
ENOG410V8VK	ENSP00000221486	ENSMUSP00000105358
ENOG410V8VJ	ENSP00000348460, ENSP00000405290	ENSMUSP00000002053, ENSMUSP00000098975
ENOG410V8VD	ENSP00000386151, ENSP00000330384	ENSMUSP00000091656, ENSMUSP00000059233, ENSMUSP00000053565
ENOG410V8VG	ENSP00000362935, ENSP00000319255	ENSMUSP00000001825, ENSMUSP00000033674
ENOG410V8VF	ENSP00000321388	ENSMUSP00000040331
ENOG410V8VA	ENSP00000383234, ENSP00000459073, ENSP00000261845	ENSMUSP00000089462, ENSMUSP00000040315
ENOG410V8VC	ENSP00000249923	ENSMUSP00000033012
ENOG410V8VB	ENSP00000293771	ENSMUSP00000045895
ENOG410VF5Z	ENSP00000415904	ENSMUSP00000029787
ENOG410VF5Y	ENSP00000265806	ENSMUSP00000113450
ENOG410VF5T	ENSP00000309606	ENSMUSP00000106965
ENOG410VF5U	ENSP00000354478	ENSMUSP00000042413
ENOG410VF5R	ENSP00000231228	ENSMUSP00000099860
ENOG410VF5S	ENSP00000302924	ENSMUSP00000086921
ENOG410VF5P	ENSP00000284719	ENSMUSP00000028517
ENOG410VF5N	ENSP00000289081	ENSMUSP00000072788
ENOG410VF5J	ENSP00000397598	ENSMUSP00000036032
ENOG410VF5K	ENSP00000287437	ENSMUSP00000078641
ENOG410VF5G	ENSP00000419712	ENSMUSP00000009358
ENOG410VF5B	ENSP00000265165	ENSMUSP00000029611
ENOG410VF5A	ENSP00000346768, ENSP00000303174, ENSP00000362549	ENSMUSP00000108762, ENSMUSP00000014263
ENOG410VF51	ENSP00000308149, ENSP00000352976, ENSP00000458752	ENSMUSP00000090157, ENSMUSP00000053110
ENOG410VDKN	ENSP00000200453	ENSMUSP00000049488
ENOG410VDKH	ENSP00000381726	ENSMUSP00000030326
ENOG410VMBS	ENSP00000261070	ENSMUSP00000112386, ENSMUSP00000054086
ENOG410VMB8	ENSP00000304147	ENSMUSP00000095247
ENOG410VMB9	ENSP00000334042	ENSMUSP00000021242
ENOG410VMB2	ENSP00000302938	ENSMUSP00000085594
ENOG410WIX4	ENSP00000366748	ENSMUSP00000090281
ENOG410WIX9	ENSP00000319974	ENSMUSP00000110132
ENOG410WIX8	ENSP00000160740	ENSMUSP00000005578
ENOG410V6PP	ENSP00000322730	ENSMUSP00000027425
ENOG410V6PS	ENSP00000372539, ENSP00000404376, ENSP00000266000, ENSP00000372681, ENSP00000394108	ENSMUSP00000078390
ENOG410V6PU	ENSP00000337209	ENSMUSP00000046197
ENOG410V6PT	ENSP00000331736	ENSMUSP00000027874
ENOG410V6PZ	ENSP00000229922, ENSP00000361878	ENSMUSP00000021802, ENSMUSP00000068260
ENOG410V6PA	ENSP00000361475, ENSP00000470938	ENSMUSP00000000199
ENOG410V6PE	ENSP00000471156, ENSP00000362674	ENSMUSP00000085226
ENOG410V6PI	ENSP00000301645, ENSP00000310721, ENSP00000318867, ENSP00000244043	ENSMUSP00000029905, ENSMUSP00000018113, ENSMUSP00000037487, ENSMUSP00000052989
ENOG410V6PH	ENSP00000347495	ENSMUSP00000124625
ENOG410V6PK	ENSP00000443411	ENSMUSP00000038825
ENOG410V6PJ	ENSP00000303834, ENSP00000303096	ENSMUSP00000085124
ENOG410V6PM	ENSP00000180166, ENSP00000371790	ENSMUSP00000033581, ENSMUSP00000022545, ENSMUSP00000034014
ENOG410V6PN	ENSP00000439154, ENSP00000361110	ENSMUSP00000028172, ENSMUSP00000099964
ENOG410V6P1	ENSP00000326379	ENSMUSP00000049284
ENOG410V6P0	ENSP00000376403	ENSMUSP00000061760
ENOG410V6P3	ENSP00000287394, ENSP00000238789	ENSMUSP00000047445, ENSMUSP00000043691
ENOG410V6P4	ENSP00000245812	ENSMUSP00000002737
ENOG410V6P7	ENSP00000261944	ENSMUSP00000043596
ENOG410V6P9	ENSP00000355077	ENSMUSP00000033006
ENOG410VBK4	ENSP00000376758	ENSMUSP00000103656
ENOG410VBK5	ENSP00000360215	ENSMUSP00000029018
ENOG410VBK6	ENSP00000367086	ENSMUSP00000129121
ENOG410VBK7	ENSP00000303111	ENSMUSP00000058242
ENOG410VBK0	ENSP00000293970	ENSMUSP00000094989
ENOG410VBK2	ENSP00000333593	ENSMUSP00000092900
ENOG410VBK8	ENSP00000281317	ENSMUSP00000048826
ENOG410VBK9	ENSP00000237654	ENSMUSP00000050189
ENOG410VBKT	ENSP00000322469	ENSMUSP00000076255
ENOG410VBKV	ENSP00000366237	ENSMUSP00000030816
ENOG410VBKW	ENSP00000234626	ENSMUSP00000031221
ENOG410VBKQ	ENSP00000355031	ENSMUSP00000099493
ENOG410VBKR	ENSP00000219204	ENSMUSP00000034228
ENOG410VBKX	ENSP00000281047	ENSMUSP00000055001
ENOG410VBKY	ENSP00000430338	ENSMUSP00000038418
ENOG410VBKZ	ENSP00000328818	ENSMUSP00000021729
ENOG410VBKD	ENSP00000380920	ENSMUSP00000083547
ENOG410VBKE	ENSP00000270001	ENSMUSP00000076960
ENOG410VBKF	ENSP00000330842, ENSP00000386810, ENSP00000016946, ENSP00000283195, ENSP00000306637, ENSP00000386588, ENSP00000381214, ENSP00000381253	ENSMUSP00000003310
ENOG410VBKG	ENSP00000309782	ENSMUSP00000033386
ENOG410VBKA	ENSP00000265304, ENSP00000458815	ENSMUSP00000031971
ENOG410VBKM	ENSP00000297273	ENSMUSP00000015333
ENOG410VBKH	ENSP00000324573	ENSMUSP00000002889
ENOG410VBKI	ENSP00000383199, ENSP00000345530	ENSMUSP00000132838, ENSMUSP00000034740
ENOG410VBKJ	ENSP00000272321	ENSMUSP00000020568
ENOG410VBKK	ENSP00000342307	ENSMUSP00000073041
ENOG410VGHB	ENSP00000232003	ENSMUSP00000023590
ENOG410VGHN	ENSP00000363139	ENSMUSP00000101530
ENOG410VGH5	ENSP00000307264	ENSMUSP00000047063
ENOG410VBGM	ENSP00000274368	ENSMUSP00000042578
ENOG410V4SU	ENSP00000371341, ENSP00000312309	ENSMUSP00000001626, ENSMUSP00000110777
ENOG410VHDZ	ENSP00000270142	ENSMUSP00000023707
ENOG410VHDX	ENSP00000295400	ENSMUSP00000032066
ENOG410VHDU	ENSP00000363369	ENSMUSP00000098910
